name,restaurant,date,STUDENT,DOCTORANT,CAMPUS,VISITOR
Gnocchi frais à la crème de poivrons  chips de Grana Padano  pointe de sauce romesco  chiffonnade de viande des Grisons,La Table de Vallotton by Novae,2023-04-06,14.0,17.0,17.0,17.0
Gnocchi frais à la crème de poivrons  chips de Grana Padano  pointe de sauce romanesco  dés de quorn croustillants,La Table de Vallotton by Novae,2023-04-06,13.0,16.0,16.0,16.0
Burratina crémeuse  tomates  avocat Bio  quenelle de pesto de basilic frais  roquette  copeaux de parmesan  fleur de sel camarguaise et huile d’olive artisanale du Péloponnèse,La Table de Vallotton by Novae,2023-04-06,15.0,18.0,18.0,18.0
Côte de porc fermière grillée au sel maison  sauce vin blanc et estragon à la moutarde de Meaux - Servie avec Pommes de terre country ou Tian de légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-06,22.0,25.0,25.0,25.0
Risotto Venere Nero  oeuf parfait (GRTA)  crème de betterave  asperges glacées  chips soufflée de perle de tapioca,La Table de Vallotton by Novae,2023-04-06,19.0,22.0,22.0,22.0
Tartare de bar  vinaigrette à l’huile de noisette et balsamique blanc  brunoise de mangue  coriandre  graines de grenade et fruit de la passion - Servi avec Pommes de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-06,22.0,25.0,25.0,25.0
Ballotine de volaille basse température en croûte d'ail des ours  jus corsé aux fruits rouges  confit acidulé fraise et rhubarbe - Servie avec Pommes de terre country ou Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-06,19.0,22.0,22.0,22.0
Le 100% Vegan - Pomme de terre douce confite au marsala et au thym  pané aux fruits du mendiant  purée d’épinards frais  sauce au lait de coco et noisette  tuile dentelle au sarrasin,La Table de Vallotton by Novae,2023-04-06,17.0,20.0,20.0,20.0
[ Animation Vietnamienne]  Bo Bun Bœuf mariné  samossa de légumes  vermicelle de riz  concombre  carotte  menthe  coriandre,Le Klee by Novae,2023-04-06,8.0,9.0,10.0,11.0
[ Animation Vietnamienne]  Bo Bun Veggie Tofu mariné  samossa de légumes  vermicelle de riz  concombre  carotte  menthe  coriandre,Le Klee by Novae,2023-04-06,8.0,9.0,10.0,11.0
Travers de porc tandoori  riz biryani,Microcity,2023-04-06,10.5,12.0,13.0,14.0
Burger de steak de tofu grillé  cheddar  mayonnaise hoisin  radis  salade  tomates  frites,Microcity,2023-04-06,10.5,12.0,13.0,14.0
Gyoza et pâte soba. Bouillon asiatique corsé aux petits légumes.  Vegan,Native,2023-04-06,8.1,8.8,9.9,11.3
Tajine de poulet tunisien  aux olives et citron confit,Ornithorynque,2023-04-06,12.5,13.5,14.5,15.5
"Fusilli à la sauce ""amatriciana"" de lardon et oignons rouge",Ornithorynque,2023-04-06,8.1,8.8,9.9,11.3
Quiche aux côtes de bette et gruyère,Ornithorynque,2023-04-06,8.5,9.5,9.9,10.5
Rouleaux de printemps aux légumes  nouilles sautées au soja et coriandre  sauce thaï,Ornithorynque,2023-04-06,9.5,10.5,11.0,12.0
Trofie pois chiche et crevettes,Piano ,2023-04-06,8.6,9.9,11.0,13.5
Dos de cabillaud All'acque pazza  pommes vapeurs et pois écrasés,Piano ,2023-04-06,13.8,14.9,14.9,16.9
Orecchiette Brocolis et grana padano gratiné,Piano ,2023-04-06,7.0,8.8,9.9,11.3
Trofie pois chiche et crevettes,Piano ,2023-04-06,9.7,12.1,13.2,15.2
Pizza Margherita,Esplanade,2023-04-07,10.0,10.5,11.0,12.0
Pizza garnie du jour,Esplanade,2023-04-07,11.5,12.0,12.5,13.5
Panini tomate mozzarella et basilic Salade mixte,Esplanade,2023-04-07,7.1,7.8,8.9,10.3
[Swiss Burger] Pain bun au maïs  mayonnaise au piment d'Espelette  fromage à raclette  sucrine  tomates  bœuf braisé au vin rouge - Servi avec Pommes de terre country ou Tian de légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-07,13.0,16.0,16.0,16.0
Gnocchi frais à la crème de poivrons  chips de Grana Padano  pointe de sauce romesco  chiffonnade de viande des Grisons,La Table de Vallotton by Novae,2023-04-07,14.0,17.0,17.0,17.0
Gnocchi frais à la crème de poivrons  chips de Grana Padano  pointe de sauce romanesco  dés de quorn croustillants,La Table de Vallotton by Novae,2023-04-07,13.0,16.0,16.0,16.0
Burratina crémeuse  tomates  avocat Bio  quenelle de pesto de basilic frais  roquette  copeaux de parmesan  fleur de sel camarguaise et huile d’olive artisanale du Péloponnèse,La Table de Vallotton by Novae,2023-04-07,15.0,18.0,18.0,18.0
Côte de porc fermière grillée au sel maison  sauce vin blanc et estragon à la moutarde de Meaux - Servie avec Pommes de terre country ou Tian de légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-07,22.0,25.0,25.0,25.0
Risotto Venere Nero  oeuf parfait (GRTA)  crème de betterave  asperges glacées  chips soufflée de perle de tapioca,La Table de Vallotton by Novae,2023-04-07,19.0,22.0,22.0,22.0
Tartare de bar  vinaigrette à l’huile de noisette et balsamique blanc  brunoise de mangue  coriandre  graines de grenade et fruit de la passion - Servi avec Pommes de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-07,22.0,25.0,25.0,25.0
Ballotine de volaille basse température en croûte d'ail des ours  jus corsé aux fruits rouges  confit acidulé fraise et rhubarbe - Servie avec Pommes de terre country ou Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-07,19.0,22.0,22.0,22.0
Le 100% Vegan - Pomme de terre douce confite au marsala et au thym  pané aux fruits du mendiant  purée d’épinards frais  sauce au lait de coco et noisette  tuile dentelle au sarrasin,La Table de Vallotton by Novae,2023-04-07,17.0,20.0,20.0,20.0
[ Animation Vietnamienne]  Bo Bun Bœuf mariné  samossa de légumes  vermicelle de riz  concombre  carotte  menthe  coriandre,Le Klee by Novae,2023-04-07,8.0,9.0,10.0,11.0
[ Animation Vietnamienne]  Bo Bun Veggie Tofu mariné  samossa de légumes  vermicelle de riz  concombre  carotte  menthe  coriandre,Le Klee by Novae,2023-04-07,8.0,9.0,10.0,11.0
[ Animation Vietnamienne]  Bo Bun Bœuf mariné  samossa de légumes  vermicelle de riz  concombre  carotte  menthe  coriandre,Le Klee by Novae,2023-04-08,8.0,9.0,10.0,11.0
[ Animation Vietnamienne]  Bo Bun Veggie Tofu mariné  samossa de légumes  vermicelle de riz  concombre  carotte  menthe  coriandre,Le Klee by Novae,2023-04-08,8.0,9.0,10.0,11.0
[ Animation Vietnamienne]  Bo Bun Bœuf mariné  samossa de légumes  vermicelle de riz  concombre  carotte  menthe  coriandre,Le Klee by Novae,2023-04-09,8.0,9.0,10.0,11.0
[ Animation Vietnamienne]  Bo Bun Veggie Tofu mariné  samossa de légumes  vermicelle de riz  concombre  carotte  menthe  coriandre,Le Klee by Novae,2023-04-09,8.0,9.0,10.0,11.0
[Swiss Burger] Pain bun au maïs  mayonnaise au piment d'Espelette  raclette au paprika  sucrine  bœuf braisé au vin rouge  tomate  - Servi avec Pomme de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-10,13.0,16.0,16.0,16.0
Gnocchi frais à la crème de poivrons  chiffonnade de viande des Grisons  chips de Grana Padano  pointe de sauce Romesco ,La Table de Vallotton by Novae,2023-04-10,14.0,17.0,17.0,17.0
Gnocchi frais à la crème de poivrons  dès de Quorn croustillant  chips de Grana Padano  pointe de sauce Romesco ,La Table de Vallotton by Novae,2023-04-10,13.0,16.0,16.0,16.0
Burratina crémeuse (GRTA-VAUD)  tomate  avocat bio  quenelle de pesto de basilic frais  copeaux de Parmesan  fleur de sel camarguaise et huile d’olive artisanale du Péloponnèse,La Table de Vallotton by Novae,2023-04-10,15.0,18.0,18.0,18.0
Côte de porc fermière grillée au sel maison  sauce vin blanc et estragon à la moutarde de Meaux - Servie avec Pommes de terre country ou Tian de légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-10,22.0,25.0,25.0,25.0
Risotto Venere Nero  oeuf parfait (GRTA)  crème de betterave  asperges glacées  chips soufflée de perle de tapioca,La Table de Vallotton by Novae,2023-04-10,19.0,22.0,22.0,22.0
Tartare de bar  vinaigrette à l’huile de noisette et balsamique blanc  brunoise de mangue  coriandre  graines de grenade et fruit de la passion - Servi avec Pommes de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-10,22.0,25.0,25.0,25.0
Ballotine de volaille basse température en croûte d'ail des ours  jus corsé aux fruits rouges  confit acidulé fraise et rhubarbe - Servie avec Pommes de terre country ou Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-10,19.0,22.0,22.0,22.0
Le 100% Vegan - Pomme de terre douce confite au marsala et au thym  pané aux fruits du mendiant  purée d’épinards frais  sauce au lait de coco et noisette  tuile dentelle au sarrasin,La Table de Vallotton by Novae,2023-04-10,17.0,20.0,20.0,20.0
Beef Burger (suisse) tomate  salade  gruyere servie avec des pommes de terre country,Le Klee by Novae,2023-04-10,8.0,9.0,10.0,11.0
Burger de maïs  Galette quinoa betterave  guacamole  tomate  salade  cheddar servie avec des pommes de terre country,Le Klee by Novae,2023-04-10,8.0,9.0,10.0,11.0
Notre gamme de salades: (Falafel  Pastrami  Italienne  Chicken Cesar...),Zaha,2023-04-10,8.0,9.0,9.0,10.0
Notre gamme de panini: Assortiment varié (fromages  Italien...),Zaha,2023-04-10,8.2,8.2,8.2,8.2
Dhal de Lentilles lait de coco  Légumes a l'indienne,Alpine,2023-04-11,7.1,7.8,8.9,10.3
Tortellini tricolore au basilic Crème au Pesto Rosso Salade du jour,Alpine,2023-04-11,8.6,9.9,11.0,12.4
Gratin de penne sauce tomate basilic grana padano,Arcadie,2023-04-11,5.9,7.0,8.0,9.0
Ravioli vert ricotta épinards  sauce champignons  brunoise de légumes			 				 ,Arcadie,2023-04-11,9.5,10.5,11.0,12.0
Parmigiana d'aubergines et petite salade roquette,Arcadie,2023-04-11,10.5,11.5,13.0,14.0
Calamars à la Romaine  sauce tartare  frites et salades,Hopper,2023-04-11,13.8,14.9,14.9,16.9
1/2 Aubergine confite végétarienne et salade verte,Hopper,2023-04-11,12.0,13.0,13.0,14.0
Risotto aux tomates confites et salade verte,Hopper,2023-04-11,8.1,9.9,11.0,13.6
Gnocchi frais à la crème de poivrons  dès de Quorn croustillant  chips de Grana Padano  pointe de sauce Romesco ,La Table de Vallotton by Novae,2023-04-11,13.0,16.0,16.0,16.0
Burratina crémeuse (GRTA-VAUD)  tomate  avocat bio  quenelle de pesto de basilic frais  copeaux de Parmesan  fleur de sel camarguaise et huile d’olive artisanale du Péloponnèse,La Table de Vallotton by Novae,2023-04-11,15.0,18.0,18.0,18.0
Risotto Venere Nero  oeuf parfait (GRTA)  crème de betterave  asperges glacées  chips soufflée de perle de tapioca,La Table de Vallotton by Novae,2023-04-11,19.0,22.0,22.0,22.0
Le 100% Vegan - Pomme de terre douce confite au marsala et au thym  pané aux fruits du mendiant  purée d’épinards frais  sauce au lait de coco et noisette  tuile dentelle au sarrasin,La Table de Vallotton by Novae,2023-04-11,17.0,20.0,20.0,20.0
Burger de maïs  Galette quinoa betterave  guacamole  tomate  salade  cheddar servie avec des pommes de terre country,Le Klee by Novae,2023-04-11,8.0,9.0,10.0,11.0
Gyoza au ramen,Microcity,2023-04-11,10.5,12.0,13.0,14.0
Gratin de gnocchis aux artichauts  tomates séchées  gruyère,Microcity,2023-04-11,10.5,12.0,13.0,14.0
Cocotte de pasta au pesto,Niki ,2023-04-11,7.0,8.8,9.9,11.3
Cannelloni ricotta épinards gratiné à la tomate et gruyère,Ornithorynque,2023-04-11,8.5,9.5,9.9,10.5
Piccata de tofu  nouilles aux légumes  mayo au soja,Ornithorynque,2023-04-11,10.5,11.5,13.0,14.0
Risotto printanier végétarien,Ornithorynque,2023-04-11,5.9,7.0,8.0,9.0
Samossas aux légumes  riz sauté  chutney d'ananas,Ornithorynque,2023-04-11,9.5,10.5,11.0,12.0
Orechiette Alla Contadina,Piano ,2023-04-11,8.6,9.9,11.0,13.5
DHAL de lentille coraille coco curry  carottes au cumin,Piano ,2023-04-11,13.8,14.9,14.9,16.9
Cocotte de Farfalle au pesto,Piano ,2023-04-11,7.0,8.8,9.9,11.3
Orechiette Alla Contadina,Piano ,2023-04-11,9.7,12.1,13.2,15.2
Notre gamme de sandwichs: Assortiment varié (Dinde fumée  tomate mozza...),Zaha,2023-04-11,12.5,8.2,8.2,8.2
Notre gamme de salades: (Falafel  Pastrami  Italienne  Chicken Cesar...),Zaha,2023-04-11,8.0,9.0,9.0,10.0
Notre gamme de panini: Assortiment varié (fromages  Italien...),Zaha,2023-04-11,8.2,8.2,8.2,8.2
Médaillon de légumes épinard sauce Aîoli Ebly au petit légumes ,Alpine,2023-04-12,8.1,8.8,9.9,11.3
Saucisse de veau et  Porc Suisse Rösti galette Haricots verts ,Alpine,2023-04-12,8.6,9.9,11.0,12.4
Cappelleti au jambon cru  sauce moutarde à l'ancienne  duo de carottes  grana et ciboulette ,Arcadie,2023-04-12,9.5,10.5,11.0,12.0
Gratin de penne sauce tomate basilic grana padano,Arcadie,2023-04-12,5.9,7.0,8.0,9.0
Poulet à la cacciatora  pommes purée et légumes,Arcadie,2023-04-12,12.5,13.5,14.5,15.5
Saumon rôti sauce tomates basilic  riz sauvage et trio de légumes grillés,Hopper,2023-04-12,13.8,14.9,14.9,16.9
Tacos mexicain végétarien au cheddar et salade verte,Hopper,2023-04-12,8.1,9.9,11.0,13.6
[Swiss Burger] Pain bun au maïs  mayonnaise au piment d'Espelette  raclette au paprika  sucrine  bœuf braisé au vin rouge  tomate  - Servi avec Pomme de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-12,13.0,16.0,16.0,16.0
Gnocchi frais à la crème de poivrons  chiffonnade de viande des Grisons  chips de Grana Padano  pointe de sauce Romesco ,La Table de Vallotton by Novae,2023-04-12,14.0,17.0,17.0,17.0
Gnocchi frais à la crème de poivrons  dès de Quorn croustillant  chips de Grana Padano  pointe de sauce Romesco ,La Table de Vallotton by Novae,2023-04-12,13.0,16.0,16.0,16.0
Burratina crémeuse (GRTA-VAUD)  tomate  avocat bio  quenelle de pesto de basilic frais  copeaux de Parmesan  fleur de sel camarguaise et huile d’olive artisanale du Péloponnèse,La Table de Vallotton by Novae,2023-04-12,15.0,18.0,18.0,18.0
Côte de porc fermière grillée au sel maison  sauce vin blanc et estragon à la moutarde de Meaux - Servie avec Pommes de terre country ou Tian de légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-12,22.0,25.0,25.0,25.0
Risotto Venere Nero  oeuf parfait (GRTA)  crème de betterave  asperges glacées  chips soufflée de perle de tapioca,La Table de Vallotton by Novae,2023-04-12,19.0,22.0,22.0,22.0
Tartare de bar  vinaigrette à l’huile de noisette et balsamique blanc  brunoise de mangue  coriandre  graines de grenade et fruit de la passion - Servi avec Pommes de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-12,22.0,25.0,25.0,25.0
Ballotine de volaille basse température en croûte d'ail des ours  jus corsé aux fruits rouges  confit acidulé fraise et rhubarbe - Servie avec Pommes de terre country ou Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-12,19.0,22.0,22.0,22.0
Le 100% Vegan - Pomme de terre douce confite au marsala et au thym  pané aux fruits du mendiant  purée d’épinards frais  sauce au lait de coco et noisette  tuile dentelle au sarrasin,La Table de Vallotton by Novae,2023-04-12,17.0,20.0,20.0,20.0
Beef Burger (suisse) tomate  salade  gruyere servie avec des pommes de terre country,Le Klee by Novae,2023-04-12,8.0,9.0,10.0,11.0
Burger de maïs  Galette quinoa betterave  guacamole  tomate  salade  cheddar servie avec des pommes de terre country,Le Klee by Novae,2023-04-12,8.0,9.0,10.0,11.0
Colombo de pilon de poulet  haricot rouge  poivrons  patates douces  maïs  carottes,Microcity,2023-04-12,10.5,12.0,13.0,14.0
Croque aux épinards et fromage  oeuf  frites,Microcity,2023-04-12,10.5,12.0,13.0,14.0
Croque-Monsieur et salade verte,Niki ,2023-04-12,9.5,9.5,9.5,9.5
Brochette de poulet au citron  semoule et légumes de saison,Ornithorynque,2023-04-12,12.5,13.5,14.5,15.5
Quiche aux légumes au feta  tomate et olives,Ornithorynque,2023-04-12,8.5,9.5,9.9,10.5
Fish and Chips  sauce tartare et citron,Ornithorynque,2023-04-12,9.5,10.5,11.0,12.0
Penne all'arrabiata  olives  grana  et roquette,Ornithorynque,2023-04-12,5.9,7.0,8.0,9.0
Pasta Zafferano e Chorizo,Piano ,2023-04-12,8.6,9.9,11.0,13.5
Poulet rôti à la Broche  Riz lentilles et légumes grillés,Piano ,2023-04-12,13.8,14.9,14.9,16.9
Cocotte de pasta Alla Contadina,Piano ,2023-04-12,7.0,8.8,9.9,11.3
Pasta Zafferano e Chorizo,Piano ,2023-04-12,9.7,12.1,13.2,15.2
Notre gamme de sandwichs: Assortiment varié (Dinde fumée  tomate mozza...),Zaha,2023-04-12,12.5,8.2,8.2,8.2
Notre gamme de salades: (Falafel  Pastrami  Italienne  Chicken Cesar...),Zaha,2023-04-12,8.0,9.0,9.0,10.0
Notre gamme de panini: Assortiment varié (fromages  Italien...),Zaha,2023-04-12,8.2,8.2,8.2,8.2
Spirales Napoli Sauce tomates au légumes   fromage râpé  Salade du jour,Alpine,2023-04-13,8.6,9.9,11.0,12.4
Tajine aux saveurs d'Orient Couscous Légumes du soleil,Alpine,2023-04-13,8.1,8.8,9.9,11.3
Cappelleti au jambon cru  sauce moutarde à l'ancienne  duo de carottes  grana et ciboulette ,Arcadie,2023-04-13,9.5,10.5,11.0,12.0
Gratin de penne sauce tomate basilic grana padano,Arcadie,2023-04-13,5.9,7.0,8.0,9.0
Polenta crémeuse au lardons et champignons,Arcadie,2023-04-13,9.5,10.5,11.0,12.0
Filet de poulet grillé  quinoa rouge bio  jus citron confit et aubergines rôties aux herbes,Hopper,2023-04-13,13.8,14.9,14.9,16.9
Gnocchi au pesto de roquette et petits pois aux herbes,Hopper,2023-04-13,8.1,9.9,11.0,13.6
Piccata de poisson Sauce citron basilic Epinards à la crème Riz pilaf,La Ruche,2023-04-13,11.9,13.0,14.0,15.5
Croûte forestière Saladine du jour,La Ruche,2023-04-13,10.9,12.0,13.0,14.5
[Swiss Burger] Pain bun au maïs  mayonnaise au piment d'Espelette  raclette au paprika  sucrine  bœuf braisé au vin rouge  tomate  - Servi avec Pomme de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-13,13.0,16.0,16.0,16.0
Gnocchi frais à la crème de poivrons  chiffonnade de viande des Grisons  chips de Grana Padano  pointe de sauce Romesco ,La Table de Vallotton by Novae,2023-04-13,14.0,17.0,17.0,17.0
Gnocchi frais à la crème de poivrons  dès de Quorn croustillant  chips de Grana Padano  pointe de sauce Romesco ,La Table de Vallotton by Novae,2023-04-13,13.0,16.0,16.0,16.0
Burratina crémeuse (GRTA-VAUD)  tomate  avocat bio  quenelle de pesto de basilic frais  copeaux de Parmesan  fleur de sel camarguaise et huile d’olive artisanale du Péloponnèse,La Table de Vallotton by Novae,2023-04-13,15.0,18.0,18.0,18.0
Côte de porc fermière grillée au sel maison  sauce vin blanc et estragon à la moutarde de Meaux - Servie avec Pommes de terre country ou Tian de légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-13,22.0,25.0,25.0,25.0
Risotto Venere Nero  oeuf parfait (GRTA)  crème de betterave  asperges glacées  chips soufflée de perle de tapioca,La Table de Vallotton by Novae,2023-04-13,19.0,22.0,22.0,22.0
Tartare de bar  vinaigrette à l’huile de noisette et balsamique blanc  brunoise de mangue  coriandre  graines de grenade et fruit de la passion - Servi avec Pommes de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-13,22.0,25.0,25.0,25.0
Ballotine de volaille basse température en croûte d'ail des ours  jus corsé aux fruits rouges  confit acidulé fraise et rhubarbe - Servie avec Pommes de terre country ou Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-13,19.0,22.0,22.0,22.0
Le 100% Vegan - Pomme de terre douce confite au marsala et au thym  pané aux fruits du mendiant  purée d’épinards frais  sauce au lait de coco et noisette  tuile dentelle au sarrasin,La Table de Vallotton by Novae,2023-04-13,17.0,20.0,20.0,20.0
Beef Burger (suisse) tomate  salade  gruyere servie avec des pommes de terre country,Le Klee by Novae,2023-04-13,8.0,9.0,10.0,11.0
Burger de maïs  Galette quinoa betterave  guacamole  tomate  salade  cheddar servie avec des pommes de terre country,Le Klee by Novae,2023-04-13,8.0,9.0,10.0,11.0
Filet de pli  sauce vierge  riz basmati au curcuma,Microcity,2023-04-13,10.5,12.0,13.0,14.0
Risotto d'orge perlé  asperges  crème au parmesan  roquette,Microcity,2023-04-13,10.5,12.0,13.0,14.0
Jambon à l'os au Marsala  patate douce et jardinière de légumes	 	 ,Ornithorynque,2023-04-13,12.5,13.5,14.5,15.5
Cannelloni ricotta épinards gratiné à la tomate et gruyère,Ornithorynque,2023-04-13,8.5,9.5,9.9,10.5
Fish and Chips  sauce tartare et citron,Ornithorynque,2023-04-13,9.5,10.5,11.0,12.0
Risotto printanier végétarien,Ornithorynque,2023-04-13,5.9,7.0,8.0,9.0
Pasta Alla zingara e Stracciatella di Buratta,Piano ,2023-04-13,8.6,9.9,11.0,13.5
Cordon bleu de poulet sauce tomate  légumes sautés et patate douce,Piano ,2023-04-13,13.8,14.9,14.9,16.9
Cocotte de pasta a Matriciana (Lardons),Piano ,2023-04-13,7.0,8.8,9.9,11.3
Pasta Alla zingara e Stracciatella di Buratta,Piano ,2023-04-13,9.7,12.1,13.2,15.2
Notre gamme de sandwichs végé: Assortiment varié (Falafel  tomate mozza...),Zaha,2023-04-13,12.5,8.2,8.2,8.2
Notre gamme de salades végétarienne: (Falafel  Quinoa  Italienne  Avocado...),Zaha,2023-04-13,8.0,9.0,9.0,10.0
Notre gamme de panini végé: Assortiment varié (fromages  Italien...),Zaha,2023-04-13,8.2,8.2,8.2,8.2
Cuisse de poulet Suisse jus a la provencal Pommes country  Légumes de saison ,Alpine,2023-04-14,8.6,9.9,11.0,12.4
Waste Food Menu Chef's Choice,Alpine,2023-04-14,6.1,6.8,7.9,9.3
Cappelleti au jambon cru  sauce moutarde à l'ancienne  duo de carottes  grana et ciboulette ,Arcadie,2023-04-14,9.5,10.5,11.0,12.0
Gratin de penne sauce tomate basilic grana padano,Arcadie,2023-04-14,5.9,7.0,8.0,9.0
Filet de truite du Jura  sauce citronnée  pommes vapeur et légumes,Arcadie,2023-04-14,12.5,13.5,14.5,15.5
Dos de saumon en croûte d'herbes sauvages  pommes vitelottes et aubergines rôties,Hopper,2023-04-14,13.8,14.9,14.9,16.9
Fusilli peperonata et grana padano,Hopper,2023-04-14,8.1,9.9,11.0,13.6
[Swiss Burger] Pain bun au maïs  mayonnaise au piment d'Espelette  raclette au paprika  sucrine  bœuf braisé au vin rouge  tomate  - Servi avec Pomme de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-14,13.0,16.0,16.0,16.0
Gnocchi frais à la crème de poivrons  chiffonnade de viande des Grisons  chips de Grana Padano  pointe de sauce Romesco ,La Table de Vallotton by Novae,2023-04-14,14.0,17.0,17.0,17.0
Gnocchi frais à la crème de poivrons  dès de Quorn croustillant  chips de Grana Padano  pointe de sauce Romesco ,La Table de Vallotton by Novae,2023-04-14,13.0,16.0,16.0,16.0
Burratina crémeuse (GRTA-VAUD)  tomate  avocat bio  quenelle de pesto de basilic frais  copeaux de Parmesan  fleur de sel camarguaise et huile d’olive artisanale du Péloponnèse,La Table de Vallotton by Novae,2023-04-14,15.0,18.0,18.0,18.0
Côte de porc fermière grillée au sel maison  sauce vin blanc et estragon à la moutarde de Meaux - Servie avec Pommes de terre country ou Tian de légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-14,22.0,25.0,25.0,25.0
Risotto Venere Nero  oeuf parfait (GRTA)  crème de betterave  asperges glacées  chips soufflée de perle de tapioca,La Table de Vallotton by Novae,2023-04-14,19.0,22.0,22.0,22.0
Tartare de bar  vinaigrette à l’huile de noisette et balsamique blanc  brunoise de mangue  coriandre  graines de grenade et fruit de la passion - Servi avec Pommes de terre country ou   Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-14,22.0,25.0,25.0,25.0
Ballotine de volaille basse température en croûte d'ail des ours  jus corsé aux fruits rouges  confit acidulé fraise et rhubarbe - Servie avec Pommes de terre country ou Tian de Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-04-14,19.0,22.0,22.0,22.0
Le 100% Vegan - Pomme de terre douce confite au marsala et au thym  pané aux fruits du mendiant  purée d’épinards frais  sauce au lait de coco et noisette  tuile dentelle au sarrasin,La Table de Vallotton by Novae,2023-04-14,17.0,20.0,20.0,20.0
Beef Burger (suisse) tomate  salade  gruyere servie avec des pommes de terre country,Le Klee by Novae,2023-04-14,8.0,9.0,10.0,11.0
Burger de maïs  Galette quinoa betterave  guacamole  tomate  salade  cheddar servie avec des pommes de terre country,Le Klee by Novae,2023-04-14,8.0,9.0,10.0,11.0
Emincé de porc  champignons  purée de pommes de terre  brocolis,Microcity,2023-04-14,10.5,12.0,13.0,14.0
Tofu crispy  riz sauté  légumes thaï,Microcity,2023-04-14,10.5,12.0,13.0,14.0
Bavette de bœuf grillée  sauce béarnaise  frites et ratatouille,Ornithorynque,2023-04-14,12.5,13.5,14.5,15.5
Quiche aux légumes au feta  tomate et olives,Ornithorynque,2023-04-14,8.5,9.5,9.9,10.5
Fish and Chips  sauce tartare et citron,Ornithorynque,2023-04-14,9.5,10.5,11.0,12.0
Penne all'arrabiata  olives  grana  et roquette,Ornithorynque,2023-04-14,5.9,7.0,8.0,9.0
Pasta pois vert et jambon,Piano ,2023-04-14,8.6,9.9,11.0,13.5
Fish and chips sauce tartare  frites et salade,Piano ,2023-04-14,13.8,14.9,14.9,16.9
Cocotte de pasta a la méditerranéenne épicé,Piano ,2023-04-14,7.0,8.8,9.9,11.3
Pasta pois vert et jambon,Piano ,2023-04-14,9.7,12.1,13.2,15.2
Notre gamme de sandwichs: Assortiment varié (Dinde fumée  tomate mozza...),Zaha,2023-04-14,12.5,8.2,8.2,8.2
Notre gamme de salades: (Falafel  Pastrami  Italienne  Chicken Cesar...),Zaha,2023-04-14,8.0,9.0,9.0,10.0
Notre gamme de panini: Assortiment varié (fromages  Italien...),Zaha,2023-04-14,8.2,8.2,8.2,8.2
Beef Burger (suisse) tomate  salade  gruyere servie avec des pommes de terre country,Le Klee by Novae,2023-04-15,8.0,9.0,10.0,11.0
Burger de maïs  Galette quinoa betterave  guacamole  tomate  salade  cheddar servie avec des pommes de terre country,Le Klee by Novae,2023-04-15,8.0,9.0,10.0,11.0
Beef Burger (suisse) tomate  salade  gruyere servie avec des pommes de terre country,Le Klee by Novae,2023-04-16,8.0,9.0,10.0,11.0
Burger de maïs  Galette quinoa betterave  guacamole  tomate  salade  cheddar servie avec des pommes de terre country,Le Klee by Novae,2023-04-16,8.0,9.0,10.0,11.0
Boulettes de Légumes   Sauce yogourt Epinards à la crème Semoules de blé,Alpine,2023-04-17,7.1,7.8,8.9,10.3
Tortelini Ricotta épinard Sauce Pesto Verde Fromage rapé ,Alpine,2023-04-17,8.6,9.9,11.0,12.4
Tranche de Porc Suisse Panée Quartier de citron Pommes rôtie Carottes vapeur,Alpine,2023-04-17,12.5,13.0,13.5,14.5
Trofie di liguiri sauce boscaliola  légumes de printemps				 				 ,Arcadie,2023-04-17,9.5,10.5,11.0,12.0
Risotto crémeux aux champignons et ail des ours ,Arcadie,2023-04-17,8.1,8.8,9.9,11.3
